player_name,current_team,position,role_archetype,expected_role,role_confidence,candidate_type,board_type,recommendation,final_fit,theoretical_fit,need_match,contender_gain,marginal_contender_delta,expected_minutes_share,portability,portability_tier,contract_value,salary_bucket,salary_percentile_within_role,surplus_or_overpay_label,risk_score,risk_tier,acquisition_feasibility,feasibility_tier,base_salary_millions,cap_hit_millions,contract_aav_millions,contract_status,free_agent_year,salary_source,source_url,pulled_at,gaps_addressed,gap_specific_scores,role_on_sixers,why_fit,why_need_match,why_contender_gain,concerns,salary_context,portability_summary,risk_summary,acquisition_summary,data_sources,missing_data_flags,explanation_confidence,player_id,season
Jabari Smith Jr.,HOU,F,Movement Shooter,Starter,high,rookie_scale_trade_target,trade_target,Strong Fit If Affordable,63.8,63.8,73.2,41.4,33.4,0.5,97.8,Elite,66.5,Mid,52.6,Steal,14.5,Low,48.2,Difficult,,12.35,,rookie_scale,2031.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; rebounding; role player shooting,"{""shooting pressure"": 72.5, ""defense"": 52.2, ""playoff portability proxy"": 97.8, ""rebounding"": 78.4, ""role player shooting"": 72.0}",Projected Starter as a Movement Shooter; spaces the floor for Embiid post-ups and Maxey drives; helps the glass.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, rebounding, role player shooting.; elite playoff portability; a steal on salary; projects to starter minutes.","Answers top PHI gaps: shooting pressure, playoff portability proxy, rebounding, role player shooting.","50% projected minutes share x need 73 x role quality 89%, portability- and feasibility-adjusted.",No major rule-based concerns.,$12.3M cap hit (rookie scale); base salary and AAV are not in the public source. Reaches free agency ~2031.,"Elite (98/100). Holds up: real floor spacing; low-usage, plug-and-play fit; takes care of the ball. Watch: no major portability concerns.",Low risk (14/100). Drivers: no dominant risk driver.,"Difficult to acquire (48/100). On a cheap rookie-scale deal; needs a trade; a key piece for his current team, so harder to acquire.",Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,1631095,2025-26
Vít Krejčí,POR,G,Movement Shooter,Rotation Player,high,minimum_candidate,free_agent,Strong Fit If Affordable,63.6,63.6,69.5,26.7,18.7,0.35,95.1,Elite,69.3,Minimum,19.9,Steal,10.6,Low,88.0,Easy,,2.35,,minimum_contract,2028.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; role player shooting,"{""shooting pressure"": 85.2, ""defense"": 51.8, ""playoff portability proxy"": 95.1, ""rebounding"": 15.4, ""role player shooting"": 83.8}",Projected Rotation Player as a Movement Shooter; spaces the floor for Embiid post-ups and Maxey drives.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.; elite playoff portability; a steal on salary.","Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.","35% projected minutes share x need 69 x role quality 63%, portability- and feasibility-adjusted.",No major rule-based concerns.,$2.4M cap hit (minimum contract); base salary and AAV are not in the public source. Reaches free agency ~2028.,"Elite (95/100). Holds up: real floor spacing; low-usage, plug-and-play fit; takes care of the ball. Watch: no major portability concerns.",Low risk (11/100). Drivers: no dominant risk driver.,Easy to acquire (88/100). Signable for the veteran minimum.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,1630249,2025-26
Jay Huff,IND,C,Stretch Big,Rotation Player,high,minimum_candidate,free_agent,Strong Fit If Affordable,63.2,63.2,66.1,27.4,19.3,0.35,92.1,Elite,76.0,Minimum,19.9,Steal,10.4,Low,88.0,Easy,,2.35,,minimum_contract,2028.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,playoff portability proxy; rebounding,"{""shooting pressure"": 57.6, ""defense"": 58.4, ""playoff portability proxy"": 92.1, ""rebounding"": 64.5, ""role player shooting"": 59.4}",Projected Rotation Player as a Stretch Big; helps the glass.,"Answers top PHI gaps: playoff portability proxy, rebounding.; elite playoff portability; a steal on salary.","Answers top PHI gaps: playoff portability proxy, rebounding.","35% projected minutes share x need 66 x role quality 78%, portability- and feasibility-adjusted.",missing data (draft year missing),$2.4M cap hit (minimum contract); base salary and AAV are not in the public source. Reaches free agency ~2028.,"Elite (92/100). Holds up: real floor spacing; two-way defensive value; low-usage, plug-and-play fit; takes care of the ball. Watch: no major portability concerns.",Low risk (10/100). Drivers: missing inputs.,Easy to acquire (88/100). Signable for the veteran minimum.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,draft year missing,medium,1630643,2025-26
Matas Buzelis,CHI,F,3-and-D Wing,High-Level Starter,high,rookie_scale_trade_target,trade_target,Strong Fit If Affordable,62.9,62.9,68.6,44.7,36.7,0.6,84.3,Strong,86.5,Cheap,11.9,Steal,16.8,Low,47.1,Difficult,,5.456,,rookie_scale,2028.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; rebounding; role player shooting,"{""shooting pressure"": 70.0, ""defense"": 55.1, ""playoff portability proxy"": 84.3, ""rebounding"": 69.9, ""role player shooting"": 63.0}",Projected High-Level Starter as a 3-and-D Wing; spaces the floor for Embiid post-ups and Maxey drives; helps the glass.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, rebounding, role player shooting.; strong playoff portability; a steal on salary; projects to high-level starter minutes.","Answers top PHI gaps: shooting pressure, playoff portability proxy, rebounding, role player shooting.","60% projected minutes share x need 69 x role quality 93%, portability- and feasibility-adjusted.",No major rule-based concerns.,$5.5M cap hit (rookie scale); base salary and AAV are not in the public source. Reaches free agency ~2028.,Strong (84/100). Holds up: real floor spacing. Watch: no major portability concerns.,Low risk (17/100). Drivers: no dominant risk driver.,"Difficult to acquire (47/100). On a cheap rookie-scale deal; needs a trade; a key piece for his current team, so harder to acquire.",Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,1641824,2025-26
Jordan Goodwin,PHX,G,Movement Shooter,Rotation Player,high,minimum_candidate,free_agent,Strong Fit If Affordable,62.8,62.8,71.3,26.8,18.8,0.35,89.2,Elite,69.4,Minimum,19.9,Steal,11.8,Low,88.0,Easy,,2.35,,minimum_contract,2026.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; rebounding; role player shooting,"{""shooting pressure"": 70.7, ""defense"": 56.1, ""playoff portability proxy"": 89.2, ""rebounding"": 76.4, ""role player shooting"": 68.6}",Projected Rotation Player as a Movement Shooter; spaces the floor for Embiid post-ups and Maxey drives; helps the glass.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, rebounding, role player shooting.; elite playoff portability; a steal on salary.","Answers top PHI gaps: shooting pressure, playoff portability proxy, rebounding, role player shooting.","35% projected minutes share x need 71 x role quality 63%, portability- and feasibility-adjusted.",missing data (draft year missing),$2.4M cap hit (minimum contract); base salary and AAV are not in the public source. Reaches free agency ~2026.,"Elite (89/100). Holds up: real floor spacing; low-usage, plug-and-play fit; takes care of the ball. Watch: no major portability concerns.",Low risk (12/100). Drivers: missing inputs.,Easy to acquire (88/100). Signable for the veteran minimum.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,draft year missing,medium,1630692,2025-26
Trey Murphy III,NOP,F,Secondary Creator,High-Level Starter,high,star_unrealistic,unrealistic_watchlist,Unrealistic / Unavailable,62.2,62.2,77.1,47.3,39.3,0.6,99.6,Elite,71.5,Large,48.8,Steal,22.1,Low,10.0,Unrealistic,,25.0,,signed_long_term,2029.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; rebounding; role player shooting,"{""shooting pressure"": 86.0, ""defense"": 54.9, ""playoff portability proxy"": 99.6, ""rebounding"": 60.6, ""role player shooting"": 81.0}",Projected High-Level Starter as a Secondary Creator; spaces the floor for Embiid post-ups and Maxey drives; helps the glass.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, rebounding, role player shooting.; elite playoff portability; a steal on salary; projects to high-level starter minutes.","Answers top PHI gaps: shooting pressure, playoff portability proxy, rebounding, role player shooting.","60% projected minutes share x need 77 x role quality 97%, portability- and feasibility-adjusted.",No major rule-based concerns.,$25.0M cap hit (signed long term); base salary and AAV are not in the public source. Reaches free agency ~2029.,Elite (100/100). Holds up: real floor spacing; takes care of the ball. Watch: no major portability concerns.,Low risk (22/100). Drivers: hard to acquire.,Unrealistic to acquire (10/100). A max-tier star; not realistically acquirable.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,1630530,2025-26
Bobby Portis,MIL,F,Movement Shooter,Starter,high,realistic_trade_target,trade_target,Strong Fit If Affordable,61.9,61.9,73.0,40.1,32.0,0.5,97.6,Elite,63.0,Mid,55.1,Bargain,18.8,Low,47.8,Difficult,,13.446,,signed_long_term,2028.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; rebounding; role player shooting,"{""shooting pressure"": 80.6, ""defense"": 39.0, ""playoff portability proxy"": 97.6, ""rebounding"": 79.3, ""role player shooting"": 79.5}",Projected Starter as a Movement Shooter; spaces the floor for Embiid post-ups and Maxey drives; helps the glass.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, rebounding, role player shooting.; elite playoff portability; a bargain on salary; projects to starter minutes.","Answers top PHI gaps: shooting pressure, playoff portability proxy, rebounding, role player shooting.","50% projected minutes share x need 73 x role quality 84%, portability- and feasibility-adjusted.",weak defensive proxies,$13.4M cap hit (signed long term); base salary and AAV are not in the public source. Reaches free agency ~2028.,"Elite (98/100). Holds up: real floor spacing; low-usage, plug-and-play fit; takes care of the ball. Watch: weak defensive proxies.",Low risk (19/100). Drivers: no dominant risk driver.,"Difficult to acquire (48/100). Movable in a realistic trade package; a key piece for his current team, so harder to acquire.",Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,1626171,2025-26
Nickeil Alexander-Walker,ATL,G,Primary Creator,High-Level Starter,high,star_unrealistic,unrealistic_watchlist,Unrealistic / Unavailable,61.8,61.8,75.5,46.0,37.9,0.6,95.8,Elite,75.9,Mid,40.5,Steal,19.7,Low,10.0,Unrealistic,,15.162,,signed_long_term,2029.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; role player shooting,"{""shooting pressure"": 90.1, ""defense"": 55.7, ""playoff portability proxy"": 95.8, ""rebounding"": 42.1, ""role player shooting"": 81.3}",Projected High-Level Starter as a Primary Creator; spaces the floor for Embiid post-ups and Maxey drives.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.; elite playoff portability; a steal on salary; projects to high-level starter minutes.","Answers top PHI gaps: shooting pressure, playoff portability proxy, role player shooting.","60% projected minutes share x need 76 x role quality 98%, portability- and feasibility-adjusted.",No major rule-based concerns.,$15.2M cap hit (signed long term); base salary and AAV are not in the public source. Reaches free agency ~2029.,Elite (96/100). Holds up: real floor spacing; takes care of the ball. Watch: no major portability concerns.,Low risk (20/100). Drivers: hard to acquire.,Unrealistic to acquire (10/100). A max-tier star; not realistically acquirable.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,1629638,2025-26
Kon Knueppel,CHA,G-F,Primary Creator,High-Level Starter,high,star_unrealistic,unrealistic_watchlist,Unrealistic / Unavailable,61.2,61.2,75.3,45.4,37.3,0.6,93.6,Elite,82.1,Mid,26.2,Steal,23.7,Low,10.0,Unrealistic,,10.016,,rookie_scale,2029.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; playoff portability proxy; rebounding; role player shooting,"{""shooting pressure"": 95.7, ""defense"": 33.9, ""playoff portability proxy"": 93.6, ""rebounding"": 71.6, ""role player shooting"": 84.1}",Projected High-Level Starter as a Primary Creator; spaces the floor for Embiid post-ups and Maxey drives; helps the glass.,"Answers top PHI gaps: shooting pressure, playoff portability proxy, rebounding, role player shooting.; elite playoff portability; a steal on salary; projects to high-level starter minutes.","Answers top PHI gaps: shooting pressure, playoff portability proxy, rebounding, role player shooting.","60% projected minutes share x need 75 x role quality 98%, portability- and feasibility-adjusted.",weak defensive proxies; weak defensive proxies,$10.0M cap hit (rookie scale); base salary and AAV are not in the public source. Reaches free agency ~2029.,Elite (94/100). Holds up: real floor spacing; takes care of the ball. Watch: weak defensive proxies.,Low risk (24/100). Drivers: age profile; hard to acquire.,Unrealistic to acquire (10/100). A max-tier star; not realistically acquirable.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,1642851,2025-26
Kel'el Ware,MIA,C,Stretch Big,Rotation Player,high,rookie_scale_trade_target,trade_target,Strong Fit If Affordable,61.2,61.2,74.8,28.3,20.2,0.35,96.5,Elite,70.0,Cheap,35.3,Steal,16.3,Low,51.1,Difficult,,4.443,,rookie_scale,2028.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; defense; playoff portability proxy; rebounding; role player shooting,"{""shooting pressure"": 64.5, ""defense"": 63.1, ""playoff portability proxy"": 96.5, ""rebounding"": 93.6, ""role player shooting"": 68.9}",Projected Rotation Player as a Stretch Big; spaces the floor for Embiid post-ups and Maxey drives; adds the perimeter/rim defense PHI lacks; helps the glass.,"Answers top PHI gaps: shooting pressure, defense, playoff portability proxy, rebounding, role player shooting.; elite playoff portability; a steal on salary.","Answers top PHI gaps: shooting pressure, defense, playoff portability proxy, rebounding, role player shooting.","35% projected minutes share x need 75 x role quality 80%, portability- and feasibility-adjusted.",No major rule-based concerns.,$4.4M cap hit (rookie scale); base salary and AAV are not in the public source. Reaches free agency ~2028.,"Elite (96/100). Holds up: real floor spacing; two-way defensive value; low-usage, plug-and-play fit; takes care of the ball. Watch: no major portability concerns.",Low risk (16/100). Drivers: no dominant risk driver.,Difficult to acquire (51/100). On a cheap rookie-scale deal; needs a trade; a useful rotation player his team may want to keep.,Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,none,high,1642276,2025-26
Naz Reid,MIN,C-F,Stretch Big,Starter,high,realistic_trade_target,trade_target,Strong Fit If Affordable,61.1,61.1,75.3,41.4,33.3,0.5,94.9,Elite,55.0,Large,75.6,Bargain,18.9,Low,47.0,Difficult,,21.552,,signed_long_term,2030.0,https://www.basketball-reference.com/contracts/players.html,https://www.basketball-reference.com/contracts/players.html,2026-06-25,shooting pressure; defense; playoff portability proxy; rebounding; role player shooting,"{""shooting pressure"": 73.9, ""defense"": 63.3, ""playoff portability proxy"": 94.9, ""rebounding"": 75.2, ""role player shooting"": 69.4}",Projected Starter as a Stretch Big; spaces the floor for Embiid post-ups and Maxey drives; adds the perimeter/rim defense PHI lacks; helps the glass.,"Answers top PHI gaps: shooting pressure, defense, playoff portability proxy, rebounding, role player shooting.; elite playoff portability; a bargain on salary; projects to starter minutes.","Answers top PHI gaps: shooting pressure, defense, playoff portability proxy, rebounding, role player shooting.","50% projected minutes share x need 75 x role quality 87%, portability- and feasibility-adjusted.",missing data (draft year missing),$21.6M cap hit (signed long term); base salary and AAV are not in the public source. Reaches free agency ~2030.,Elite (95/100). Holds up: real floor spacing; two-way defensive value; takes care of the ball. Watch: no major portability concerns.,Low risk (19/100). Drivers: missing inputs.,"Difficult to acquire (47/100). Movable in a realistic trade package; a key piece for his current team, so harder to acquire.",Stats: nba_api LeagueDash (NBA.com Stats); Roles: real bio + tracking role engine; Gaps: PHI roster diagnosis; Salary: https://www.basketball-reference.com/contracts/players.html,draft year missing,medium,1629675,2025-26
